"Count","Name","Price","I purchased this phone and didn't work","Review","Quantity","Brand","Brand_Number"
"7311","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","excelente","209","Samsung","8"
"7312","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","Muy Bueno","209","Samsung","8"
"7313","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","3","good","209","Samsung","8"
"7314","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Excelente producto","209","Samsung","8"
"7315","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","excelente","209","Samsung","8"
"7316","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","good","209","Samsung","8"
"7317","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Recomendados!!!","209","Samsung","8"
"7318","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","1","Is a piece of junck, allways is freezing. There is some problem with the software kernel wrong function. Dont by it!","209","Samsung","8"
"7319","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","All very well, excellent product.","209","Samsung","8"
"7320","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","excelente","209","Samsung","8"
"7321","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","love it","209","Samsung","8"
"7322","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","Buen telf","209","Samsung","8"
"7323","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Perfect","209","Samsung","8"
"7324","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","ok, very good","209","Samsung","8"
"7325","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","buen celular","209","Samsung","8"
"7326","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","3","Good product, but very slow despite the operating system with which the processor has","209","Samsung","8"
"7327","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Great Product, highly recommended seller, many thanks","209","Samsung","8"
"7328","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","MUY BUEN EQUIPO, EXCELENTE CONDICIONES REALMENTE ES LO QUE PEDÍ, FUNCIONA PERFECTAMENTE; LO RECOMIENDO ABIERTAMENTE LA ENTREGA TAMBIÉN FUE PUNTUAL","209","Samsung","8"
"7329","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Estaba buscando un telefono de Android, desbloqueado y de tamaño medio, el Ace II es excelente, liviano y delgado, con todas las funciones necesarias y muchas mas.","209","Samsung","8"
"7330","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","excellent service, i¨m full satisfation•Do explain why you liked or disliked this product. •Do compare to similar products and share how long you've used this product. •Do identify specific attributes (e.g. comfort & fit of a shirt or the battery life of a camera) and whether they met your","209","Samsung","8"
"7331","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","I really like this phone. So far it hasn't given me any troubles. It works perfectly with DIGITEL in Venezuela.The cons I actually see on the phone are:1.- The camera is pretty slow. it takes too long to take the shot and you have probably lost the moment you wanted to capture, plus there's no zoom.2.- The notifications don't appear when you're playing a game. for example: when I'm playing song pop, the phone rings but doesn't show the notification.3.- The alarm clock is a bit complicated. You need to go into the clock, then go to alarm clock , then go to alarm and THEN create the alarm. I think it could be way more simple if there was a direct acces to the alarm clock, but you can't create it.4.- The front camera could have better resolution.5.- the LED light doesn't blink. Weird because a friend of mine has the GALAXY S II and hers doesn't blink either, so it seems more of a GALAXY issue.But despite of those things, I think this phone is great. It's all about getting used to the phone and I'm very happy with it.","209","Samsung","8"
"7332","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Hello. Good cell, is used in Venezuela with Digitel operator and working with the band 900, No me funciono con 850.Regards.Joer Vasquez","209","Samsung","8"
"7333","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","Didn't want the bigger Galaxy S, S2 or S3 so got this instead. Decent so far, the only quirk which can be annoying is whenever you complete a call there is a delay of 15 seconds before you get back signal to make another, even after updating the OS. The drop in signal was a provider issue. The only thing this phone needed was the capability of the S3 without the size.","209","Samsung","8"
"7334","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Fully met my expectations of a new smartphone.I totally recommend this product for someone who starts using smartphones.Great size, battery life and OS.","209","Samsung","8"
"7335","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","I bought this item from MobileCityOnline. Before buying, i contacted them to be sure that the model offered (GT-I8160L) was compatible with my operator's 3G data service and it was!. Please beware that there are two models for the Ace 2 where the only difference is the 3G band compatibility.Model ------- 3G Bands supportGT-I8160 ---- 900/2100 MHz (Digitel in Venezuela for example. Most operators in Europe use these bands).GT-I8160L --- 850/1900 MHz (AT&T in USA, Movilnet/Movistar in Venezuela for example. Most operators in the american continent use these bands).At first blush the phone seems to perform great. Nice screen and resolution, android gingerbread (ICS comming soon) and vga front camera. Worth spending US$ 20-30 more in comparison to the ace and ace plus. Despite the price difference, the phone is still at a good price considering the specs provided.You can't go wrong with this phone.","209","Samsung","8"
"7336","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","Check with vendor the 3G/HSPA frequency. I understand vendors import from various countries. The unit I received was GT-i8160L, which seems to be designed for Latin America. Tech specifications available online indicate 900/2100 MHz for 3G (not 850/2100 MHz as Amazon states) so may not work with some operators in US.","209","Samsung","8"
"7337","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","1","Phone is continually freezing up. Purchased extra battery. Still the same problem. Would not recommendany one purchase this phone.","209","Samsung","8"
"7338","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Only Samsung.","209","Samsung","8"
"7339","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","1","EL DIA 10 /3 ISE UN COMPRA DE UN TELEFONO SAMSUNG GALAXY ACE 2 i8160 INTERNATIONAL VERSION FACTOR UNLOCKED BLACK POWERFUL DUAL CORE 800MHZ PROCESSOR, SIMPLAY MODEN, STRIKINGLY STYLISH, LARGA AND CLEAR 3.8 WVGA DISPLAY, SATISFIES THE MOST DEMANDING USAGE,MORE SEPHISTICATED ORIGINAL TOUCHWIZ 4 UX Y TODAVIA IQUE ESTA EN LOS DEPOSITOS EN MIAMI VA PRA 3 MESES X FAVOR SI NO VA A MANDA LE AGRADESCO Q ME HAGAN EL REMBOLSO","209","Samsung","8"
"7340","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","I am still learning some of the feature on it. After fitting into the leather case this is convenient to take about.","209","Samsung","8"
"7341","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","A very good phone for that price! recommended if you do not have much money, in venezuela dont work with 3g","209","Samsung","8"
"7342","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","So far so good. the phone has a very crisp and clear picture. My only peeve is that the battery is poor. It doesn't hold charge for long and runs down even faster when the WI-fi is turned on. For that reason i gave it four stars.","209","Samsung","8"
"7343","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","1","Horribly slow going between apps...contantly freezes. Also there is a delay when receiving calls. If you are looking to buy this phone don't buy it.","209","Samsung","8"
"7344","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","It has all the great features you might need out of a smart phone. It worked for me on my trip to South Africa and will hopefully work on my trip to Spain/France.Con: slightly slow touch screen compared to my Galaxy 3. Not a big deal, but wanted to mention it.","209","Samsung","8"
"7345","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","2","Had to return this phone immediately because it wouldn't work. Came with a user manual in some Scandinavian language. Tried to charge it but it wouldn't turn on, I had the battery in correctly. Couldn't troubleshoot because, of course, I couldn't read the manual.","209","Samsung","8"
"7346","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","It has an excellent product versatility and easy handling, memory peed, offers excellent photographic and multimedia quality. Very good cellphone","209","Samsung","8"
"7347","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Excelente","209","Samsung","8"
"7348","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","excelente","209","Samsung","8"
"7349","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Excelente","209","Samsung","8"
"7350","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","Bueno","209","Samsung","8"
"7351","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","excelente ,volveria a comprarle","209","Samsung","8"
"7352","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","very very","209","Samsung","8"
"7353","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","good","209","Samsung","8"
"7354","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","gracias","209","Samsung","8"
"7355","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","Good","209","Samsung","8"
"7356","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Excelente producto","209","Samsung","8"
"7357","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","bang for your buck","209","Samsung","8"
"7358","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","3","Everything ok. As I expected.","209","Samsung","8"
"7359","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","1","Without a doubt, this has to be the worst piece of electronic technology I have ever bought. I make this statement on the concept of something doing what it is supposed to do. The Commodore 16 was fantastic at what it did for what it was supposed to do. This phone is garbage. It barely works. It is slow. It consistently locks up and has to be restarted.Everytime I see how fast someone else's phone switches applications i get angry at my phone.The antenna is terrible. This phone does not receive a signal in places where every other phone I see does. The good thing is that I can't have my head in the phone instead of watching my little boy play.By the numbers it looked like a good deal. Perhaps the pice was low because the manufacturer knew it barely works.Stay away from this piece of barely working %$#%!!!!I've been meaning to write this review for a long time.","209","Samsung","8"
"7360","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Good.","209","Samsung","8"
"7361","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","Works good, the only thing is that Google play freezes when I want to download an app.","209","Samsung","8"
"7362","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","Excellent product","209","Samsung","8"
"7363","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","3","good","209","Samsung","8"
"7364","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","1","Really slow cellphone as slow as one can get","209","Samsung","8"
"7365","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","GOOD PHONE","209","Samsung","8"
"7366","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","muy bueno","209","Samsung","8"
"7367","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Excelent.","209","Samsung","8"
"7368","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","A bit slow for what I'm used to, but still was able to use overseas.","209","Samsung","8"
"7369","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","Amazing!","209","Samsung","8"
"7370","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Producto Nuevo, original.","209","Samsung","8"
"7371","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","1","No the phone frizze like a old phone I though will be much better phone then a Alcatel n only payed fifty dollars for that phone Alcatel n for this galaxy I payed 150 oh well I hope next time I get better luck buying here","209","Samsung","8"
"7372","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Excellent phone according with the price. Easy to use and works with all the cellular signal providers of my country. I recommend buying this phone if you do not want a high range cellular.","209","Samsung","8"
"7373","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","Good excellent phone use it in Venezuela with Movistar, very good good seller fast shipping arrived","209","Samsung","8"
"7374","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","excelente","209","Samsung","8"
"7375","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","Item delivered on time, was as described","209","Samsung","8"
"7376","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","buen telefono","209","Samsung","8"
"7377","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","I bought this for my wife's first smartphone. Great starter phone for that purpose. Works flawlessly and was easy to setup.PROS: Easy setup, shipped fast and item was as described. Good battery life.CONS: Not the biggest screen out there, but manageable. Could use more RAM.","209","Samsung","8"
"7378","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Well, I wanted an affordable, good quality-price cell phone, non apple.The size was a critical choice for me, because I wanted to still have a cell-phone-like look , not a tablet in my hands.And I also do not want to have a locked-be-a -provider machine, so this is it.So far so good, it does the job. I need to charge almost every day, but I think this is the price for having a nice looking screen to look at.","209","Samsung","8"
"7379","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","3","It's a good phone. I had to go out and buy an adapter since the power cord had an European outlet.","209","Samsung","8"
"7380","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Small size, easy to use and very good battery life, best phone x price, its an very nice phone for me.","209","Samsung","8"
"7381","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","1","The phone is OK. BUT, you sent me the i8160L which does not work with my phone company. This is the first tme it happens to me, and I'm so disappointed,. I don't know what to do to get the right one. If you could help me, I would appreciate it so much!Thanks,patricia.","209","Samsung","8"
"7382","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","The real phone space is 1.1Gb to USB and 1.2GB for the system, a total of 2.3GB. The ram is 555MB and the battery is consumed quickly. For the rest excellent phone!","209","Samsung","8"
"7383","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","I love it, It meets my expectation very well.I like the fonctionality and the shape, not too havy also.Thank you for your service","209","Samsung","8"
"7384","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Best phone ever!!! Is a Beautiful phone with everything working perfect, the shipping was very fast and can recommend the product 100%%%. Also the camera y very good and app runs great.","209","Samsung","8"
"7385","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","i send it as a gift in Ecuador and it works perfect, i really love it saumsung is in, right now :)","209","Samsung","8"
"7386","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","This is a great option for people who doesn't want to spend a lot of money in a phone but still want to experiment the options of a smartphone.","209","Samsung","8"
"7387","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","These phones are great, though a little bit light, it does practically everything. Got these for my friends and they are well pleased. I love the fm radio feature that it comes with.","209","Samsung","8"
"7388","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","This is an amazing smartphone, it's really fast, low price, all in one, I really recommend this phone... For Digitel users in Venezuela works really great in 3G.","209","Samsung","8"
"7389","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","excellent product excellent seller 100% recommended attentive responsiblehave to narrow that the product is not international version does not work with all operators but it is still a very good product","209","Samsung","8"
"7390","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","I am fully satisfied with the size of the phone, the quality of the product, the battery life (lasts me about 2 days between charges), and reception. I recommend it!!!","209","Samsung","8"
"7391","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Got the black one. This is an excellent device!!! Phone is really great. It's very fast and the sreen is awesome! Graphics on HD video are extraordinary. Apps works really good and it has Polaris Office, so you can read and Edit your documents (Word, Excel, Power point, etc). Ethernet works very fast (3g-900/2100 Digitel in Venezuela) and phone shape/size it's perfect!!!Definitly the perfect phone for the best price!!! You won't regret it!","209","Samsung","8"
"7392","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","MUCH LIKE ME ALL THIS COMPUTER WORKS PERFECTLY WITH 3G DIGITEL ON BECAUSE MY PHONE IS THE VERSION THAT I8160P NFC TECHNOLOGY IMPLEMENTED NOT BELIEVE THAT THE USE IN VENEZUELA BUT ME PLEASING THE LOOKS SPECTACULAR Pantala HURT NOT COME WITH GORILLA PROTECTION I LOVE GLASS FLUID EQUIPMENT IS, uPDATABLE A FAST AND JELLY BEAN HE TRIED FOR A WEEK AND NO I REPENT FOR ANY OF MY PURCHASE","209","Samsung","8"
"7393","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","nice","209","Samsung","8"
"7394","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","muy bien","209","Samsung","8"
"7395","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","3","I bought this phone thinking what a great deal for a mid-range smartphone and then found out that it would not support the 3G from T-mobile. T-Mobile uses the 1700/2100 mhz frequency for their 3G network. You need the phone to support BOTH frequency in order to get 3G. Maybe AT&T supports the frequencies on this phone. Check with carrier before buying! I had to return this and get a different phone. Also, if you want the NFC enabled phone, make sure to get the i8160P version. P=NFC...no P means no NFC. Hope this helps!","209","Samsung","8"
"7396","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","It is great but I didn't get satisfied when I could download some apps therefore I have to look for a newer version.","209","Samsung","8"
"7397","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","1","I purchased this phone on the 30th of August, and received it about a month later. When I finally received it, it starting giving problems almost within the first week. After less than 2 months, it has been shutting itself down at random times, such as during a phone call, or even when I simply touch the screen. The battery life depletes very quickly,I charged it fully and after a few hours it's dead, even if I don't do much with it (eg no wifi, no blutooth etc). I am very disappointed, I tried to return it LESS THAN TWO MONTHS after I purchased it and the seller curtly informed me, INCORRECTLY that it was over 2 months and I could no longer return the phone. I don't know if she is on another planet where the months are less than 30 days or what, but I am EXTREMELY DISSATISFIED, I would NOT recommend this product. Do NOT buy this phone from this seller!!For the customer service and the defective product I would have to give one star, although it deserves zero stars. I will NOT be purchasing from this seller again.","209","Samsung","8"
"7398","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Thanks for everything very well everything perfect recommend it was all very fast and this excellent product can quietly buy","209","Samsung","8"
"7399","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","2","I bought this phone because my brother has it. His work fine and fast but this one is very slow and turns itself off, among other things. I wish I can return it.","209","Samsung","8"
"7400","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","3","It has lags during its operation, more than I expected from it. I hoped that it would be faster due to its dual core processor therefore I'm a little disappointed of its performance.","209","Samsung","8"
"7401","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","It is a perfect comfortable and fast phone in navigation , for use in Venezuela","209","Samsung","8"
"7402","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Just like in the description. It is a great cellphone. Highly recommended. If it says it's new, it is indeed.","209","Samsung","8"
"7403","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","It's a great cell phone. I bought an ace 1 before but this one is much better. Everything was ok.","209","Samsung","8"
"7404","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Good price, nice specs, the interface is very fluid.The Samsung layer is very user friendly.Screen size is very good.I bought it for my mom (49 yo), it is her very first android phone, and she is very pleased with it.","209","Samsung","8"
"7405","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Product arrived quickly. This is a great smartphone - easy to use, looks sleek. No complaints and nothing more necessary to say!","209","Samsung","8"
"7406","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","The Samsung Galaxy Ace 2 i8160 Black Factory Unlocked is an excellent phone. It's too easy too use. Have a lot of free apps to use that you can buy it on Android Store.","209","Samsung","8"
"7407","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","total confianza y satisfacción el un producto de excelente calidad el tiempo de entrega fue muy breve y estoy muy contento","209","Samsung","8"
"7408","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","It was very easy to start using this new smartphone cause everything was synchronized perfectly although the original language was something I didn't recognized. I could get my contacts, settings and everything back from my previous galaxy that got bricked. The battery duration is the only thing I can't be satisfied. The seller is highly recommended doe I have some trouble with delivery and send the product back to them, but we they manage to send it back to another address.","209","Samsung","8"
"7409","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","This is my first smartphone and I have had it for a couple of days only, so I have not fully used the android applications available. The touch screen has good response. There are apps for Google Gmail, Google Talk, Youtube, Map, Google+, Voice Talk, Talk, Yahoo mail , News & weather, voice recorder, camera, voice command, FM Radio, Navigation, music hub, social hub, gallery,calendar, internet, google search, downloads, photo editor, messenger, Task Manager, Samsung Apps that provides a lot of options to download more apps etc.... The calls are loud and clear and I could check my emails via Wifi without needing a data SIM card. Yahoo mail looked better in the android phone as it showed attached images in small preview in the inbox view. The cell phone also downloaded some SW patches and applied after Wifi was setup. The GPS is good, have not tried the navigation feature. The Camera does not have a Zoom feature. Hoping to use the talk app to make free calls over free wifi (home, airport etc)Update July 13---------------Its been a couple of months now. I am still using the phone for making/receiving important calls or when I am away from a landline... not doing much browsing and have not used Google chat yet. I use Whatsapp app for chat which is free and good. Have not downloaded any apps.I feel I could have got a mobile with larger LCD screen size and higher resolution camera 8 Mp.But those occasions when I miss higher resolution camera are few.....would have been good to have, if not for the high price of such phones. Basically the camera size is correct size for carrying in my pocket, making routine my phone calls, to check my company stock symbol once in a while. to read news online when on free wifi ..... occasional use. mine is a T-mobile prepaid plan... I have accessed online webpage for Google search, travel directions, hotels etc... while traveling. not sure if this was over 3g etc. but web page was slow... possibly due to my prepaid plan. I anyways do not use browser much on the road other than when on wireless networks that are free.I would like to upgrade the mobile to ICE CREAM sandwich android version. But so far no default software update has been available when i connected the phone via Kies software downloaded on my laptop. No new firmware available yet in US for this phone.","209","Samsung","8"
"7410","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","I could reommend this item to people all over the world. I'm from Venezuela, and I'm using it right now. It works with almost all 3G companies.","209","Samsung","8"
"7411","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","the order was placed perfectly came to the destination very fast and even though I have not in my hands have to send it to me to porq Venezuela guess is in perfect condition","209","Samsung","8"
"7412","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","mi equipo llego en excelentes condiciones y sin ningún tipo de problemas, vendedor 100% recomendado, responsable para compradores interesados ok.","209","Samsung","8"
"7413","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Todo en orden recibi el producto estoy muy satisfecho, con la atencion ofrecida muchas gracias!!!!! Cien por ciento recomendados 100%","209","Samsung","8"
"7414","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","Excellent product, nice details, very good graphical interface and super speed, for a mid-range phone. If I had to buy another, I'll do it again.","209","Samsung","8"
"7415","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Excelente, la entrega se hizo en el tiempo estimado como el producto son excelentes. Felicitaciones.......Era tal cual lo que esperaba.","209","Samsung","8"
"7416","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","good speed but bad segnal it is good and fast but the segnal problem is with all line of venezuela like movistar, movilnet and digitel","209","Samsung","8"
"7417","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","3","in product specifications says that working on the band 3g HSDPA 850/1900, I'm in Venezuela and my telephony operator uses the 1900MHz band for 3G and this phone does not recognize the 3g, 2g only need your help, that just does not work in Venezuela.","209","Samsung","8"
"7418","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","producto de gran calidad y muy economico, lo que buscaba me gusto mucho llego e perfecto estado, seguire comprando excelente","209","Samsung","8"
"7419","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","2","The Cellphone was sold as compatible with a band i could use with my mobile operator but it didn't. The seller had the description wrong. The cellphone is pretty good but I can not use it where I live.","209","Samsung","8"
"7420","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","4","I bought this phone because I needed a smart phone but couldn't afford a high end GS3.I like its features for the price. Decent memory, ram, dual core processor, all of which works pretty well. While the phone may not be butter smooth like a high end model, it offers many of the same functionalities.A weak point for me with this model is the internal memory. While it is 4GB, most of this is taken up by the OS, leaving only a little over 1GB for storage. A problem arises as you start loading up apps. You quickly run out of space, and apparently (I've checked forums) even if you select the external memory card data is stored in the USB storage. Go figure.Other than this, the phone is pretty solid and I would recommend this purchase if you are not looking for the same features as a high end smart phone.","209","Samsung","8"
"7421","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","5","Super sensitive touch screen, slim, libiano, Super fast, good sound. Recommended product. I arrive with all original packaging. Do not hesitate if you want to buy.","209","Samsung","8"
"7422","Samsung Galaxy Ace 2 i8160 International Version No Warranty, Factory Unlocked (Black)","150.15","2","I really liked the phone: great size (I hate the trend to bigger and bigger screens like the Note2), fast, did nearly everything as expected.... but mine had one BIG flaw:When I lost the carrier signal the phone didn't reconnect: so it happened a few times that my phone was sitting on my desk for half a day without a connection (until I checked it) and after restart I had 5 messages on my mailbox.Don't know if this was a hardware issue on my phone or a general issue on the phone, but I'm sending my phone back.","209","Samsung","8"
